MetaboliteName;KEGG_Pathways_Total_Metabolites;KEGG.ID;CommonName;CAS;PubChem;ChEBI;mzPos;mzNEG;RT;PathwayID;PathwayName;"PathwayClass;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
"Myricetin,NA,C10107,""Myricetin;"" 3";5;7;3';4';"5'-Hexahydroxyflavone""""";529-44-2;12293;18152;319.04484;317.03029;0;NA;NA;"NA"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;
3beta-Hydroxy-5alpha-pregnan-20-one;NA;C15484;"Isopregnanolone; Epiallopregnanolone; 3beta-Hydroxy-5alpha-pregnan-20-one";516-55-2;17396478;11909;319.26316;317.2486;1.97;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
Cytidine-PO4;CMP;C00055;"CMP; Cytidine-5'-monophosphate; Cytidylic acid";63-37-6;3357;17 361 181 630;324.05913;322.04457;0;hsa00240;Pyrimidine metabolism;"Metabolism; Nucleotide metabolism;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
UMP;UMP;C00105;"UMP; Uridylic acid; Uridine monophosphate; Uridine 5'-monophosphate; 5'Uridylic acid; Uridylate";58-97-9;3405;16695;325.04314;323.02859;8.49;hsa00240;Pyrimidine metabolism;"Metabolism; Nucleotide metabolism;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
Acetaminophen glucuronide;NA;NA;NA;NA;NA;NA;328.10269;326.08814;5.63;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
"Cyclic AMP,""3',5'-Cyclic AMP"",C00575,""3',5'-Cyclic AMP; Cyclic adenylic acid; Cyclic AMP; Adenosine 3'";"5'-phosphate; Adenosine 3'";"5'-cyclic phosphate;"" cAMP""""";60-92-4;3854;17489;330.0598;328.04524;3.9;"hsa00230""; hsa04010; hsa04014; hsa04015; hsa04020; hsa04022; hsa04024; hsa04062; hsa04072; hsa04114; hsa04211; hsa04213; hsa04261; hsa04270; hsa04340; hsa04371; hsa04540; hsa04611; hsa04670; hsa04710; hsa04713; hsa04714; hsa04720; hsa04723; hsa04724; hsa04725; hsa04726; hsa04727; hsa04728; hsa04740; hsa04742; hsa04750; hsa04910; hsa04911; hsa04912; hsa04913; hsa04914; hsa04915; hsa04916; hsa04918; hsa04919; hsa04921; hsa04922; hsa04923; hsa04924; hsa04925; hsa04926; hsa04927; hsa04928; hsa04934; hsa04935; hsa04960; hsa04961; hsa04962; hsa04970; hsa04971; hsa04972; hsa04976; hsa05012; hsa05020; hsa05030; hsa05031; hsa05032; hsa05034; hsa05110; hsa05133; hsa05142; hsa05146; hsa05165; hsa05166; hsa05200; hsa05207;"" hsa05414";"Purine metabolism""; MAPK signaling pathway; Ras signaling pathway; Rap1 signaling pathway; Calcium signaling pathway; cGMP-PKG signaling pathway; cAMP signaling pathway; Chemokine signaling pathway; Phospholipase D signaling pathway; Oocyte meiosis; Longevity regulating pathway; Longevity regulating pathway - multiple species; Adrenergic signaling in cardiomyocytes; Vascular smooth muscle contraction; Hedgehog signaling pathway; Apelin signaling pathway; Gap junction; Platelet activation; Leukocyte transendothelial migration; Circadian rhythm; Circadian entrainment; Thermogenesis; Long-term potentiation; Retrograde endocannabinoid signaling; Glutamatergic synapse; Cholinergic synapse; Serotonergic synapse; GABAergic synapse; Dopaminergic synapse; Olfactory transduction; Taste transduction; Inflammatory mediator regulation of TRP channels; Insulin signaling pathway; Insulin secretion; GnRH signaling pathway; Ovarian steroidogenesis; Progesterone-mediated oocyte maturation; Estrogen signaling pathway; Melanogenesis; Thyroid hormone synthesis; Thyroid hormone signaling pathway; Oxytocin signaling pathway; Glucagon signaling pathway; Regulation of lipolysis in adipocytes; Renin secretion; Aldosterone synthesis and secretion; Relaxin signaling pathway; Cortisol synthesis and secretion; Parathyroid hormone synthesis";" secretion and action; Cushing syndrome; Growth hormone synthesis";" secretion and action; Aldosterone-regulated sodium reabsorption; Endocrine and other factor-regulated calcium reabsorption; Vasopressin-regulated water reabsorption; Salivary secretion; Gastric acid secretion; Pancreatic secretion; Bile secretion; Parkinson disease; Prion disease; Cocaine addiction; Amphetamine addiction; Morphine addiction; Alcoholism; Vibrio cholerae infection; Pertussis; Chagas disease; Amoebiasis; Human papillomavirus infection; Human T-cell leukemia virus 1 infection; Pathways in cancer; Chemical carcinogenesis - receptor activation;"" Dilated cardiomyopathy""""";"Metabolism""; Nucleotide metabolism; Environmental Information Processing; Signal transduction; Organismal Systems; Immune system; Cellular Processes; Cell growth and death; Aging; Circulatory system; Cellular community - eukaryotes; Environmental adaptation; Nervous system; Sensory system; Endocrine system; Human Diseases; Endocrine and metabolic disease; Excretory system; Digestive system; Neurodegenerative disease; Substance dependence; Infectious disease: bacterial; Infectious disease: parasitic; Infectious disease: viral; Cancer: overview; Cardiovascular disease";;;;;;;;;;;
"17a-Hydroxyprogesterone,17alpha-Hydroxyprogesterone,C01176,""17alpha-Hydroxyprogesterone; 17alpha-Hydroxy-4-pregnene-3";"20-dione; Pregn-4-ene-3";"20-dione-17-ol;"" 17alpha-Hydroxy-progesterone""""";68-96-2;4403;17252;331.22677;329.21222;1.86;"hsa00140""; hsa04913; hsa04927; hsa04934";"Steroid hormone biosynthesis; Ovarian steroidogenesis; Cortisol synthesis and secretion; Cushing syndrome";"Metabolism; Lipid metabolism; Organismal Systems; Endocrine system; Human Diseases; Endocrine and metabolic disease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;
"Deoxycorticosterone,11-Deoxycorticosterone,C03205,""11-Deoxycorticosterone; Deoxycorticosterone; Cortexone; 21-Hydroxy-4-pregnene-3";"20-dione; Desoxycortone;"" DOC""""";64-85-7;6081;16973;331.22677;329.21222;1.88;"hsa00140""; hsa04925";"Steroid hormone biosynthesis; Aldosterone synthesis and secretion";"Metabolism; Lipid metabolism; Organismal Systems; Endocrine system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;
dAMP;dAMP;C00360;"dAMP; 2'-Deoxyadenosine 5'-phosphate; 2'-Deoxyadenosine 5'-monophosphate; Deoxyadenylic acid; Deoxyadenosine monophosphate";653-63-4;3651;17713;332.07545;330.06089;6.9;hsa00230;Purine metabolism;"Metabolism; Nucleotide metabolism;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
"17a-Hydroxypregnenolone,17alpha-Hydroxypregnenolone,C05138,""17alpha-Hydroxypregnenolone;"" 3-beta";"17alpha-Dihydroxypregn-5-en-20-one""""";387-79-1;7557;28750;333.24242;331.22787;0;"hsa00140""; hsa04913; hsa04927; hsa04934";"Steroid hormone biosynthesis; Ovarian steroidogenesis; Cortisol synthesis and secretion; Cushing syndrome";"Metabolism; Lipid metabolism; Organismal Systems; Endocrine system; Human Diseases; Endocrine and metabolic disease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;
?-Nicotinamide mononucleotide;Nicotinamide D-ribonucleotide;C00455;"Nicotinamide D-ribonucleotide; NMN; Nicotinamide mononucleotide; Nicotinamide ribonucleotide; Nicotinamide nucleotide; beta-Nicotinamide D-ribonucleotide; beta-Nicotinamide ribonucleotide; beta-Nicotinamide mononucleotide";1094-61-7;3741;16171;335.06388;333.04933;8.31;hsa00760;Nicotinate and nicotinamide metabolism;"Metabolism; Metabolism of cofactors and vitamins;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
Nicotinic acid mononucleotide;Nicotinate D-ribonucleotide;C01185;"Nicotinate D-ribonucleotide; beta-Nicotinate D-ribonucleotide; Nicotinate ribonucleotide; Nicotinic acid ribonucleotide";NA;4411;15763;336.04789;334.03334;0;hsa00760;Nicotinate and nicotinamide metabolism;"Metabolism; Metabolism of cofactors and vitamins;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
"Peonidin chloride,NA,C08726,""Peonidin;"" 3";5;"7-Trihydroxy-2-(4-hydroxy-3-methoxyphenyl)-1-benzopyrylium chloride""""";134-01-0;10919;7 503 375 314;337.04734;335.03279;0;NA;NA;"NA"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;
Erucic acid;NA;C08316;"Erucic acid; (13Z)-Docosenoic acid; cis-13-Docosenoic acid";112-86-7;10514;28792;339.32576;337.3112;0;hsa01040;Biosynthesis of unsaturated fatty acids;"Metabolism; Lipid metabolism;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
"Fructose 1,6-bisphosphate,""beta-D-Fructose 1,6-bisphosphate"",C05378,""beta-D-Fructose 1,6-bisphosphate"",NA,7752,28013,341.00333,338.98877,0,hsa00010; hsa00030; hsa00051";"Glycolysis / Gluconeogenesis; Pentose phosphate pathway; Fructose and mannose metabolism";"Metabolism; Carbohydrate metabolism;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;;;;;;;;
Esculin;NA;C09264;"Esculin; Esculoside";531-75-9;11455;4853;341.08671;339.07216;4.42;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
N-Acetyl-D-sphingosine;NA;NA;NA;NA;NA;NA;342.30027;340.28572;1.78;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
D-Maltose;Cellobiose;C00185;"Cellobiose; 1-beta-D-Glucopyranosyl-4-D-glucopyranose";16462-44-5;3485;17057;343.12349;341.10893;8.36;"hsa00500; hsa02010";"Starch and sucrose metabolism; ABC transporters";"Metabolism; Carbohydrate metabolism; Environmental Information Processing; Membrane transport;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
Isomaltose;Isomaltose;C00252;"Isomaltose; Brachiose";499-40-1;3551;28189;343.12349;341.10893;8.56;hsa00500;Starch and sucrose metabolism;"Metabolism; Carbohydrate metabolism;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
Lactulose;NA;C07064;Lactulose;4618-18-2;9276;6359;343.12349;341.10893;7.15;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
Melibiose;Melibiose;C05402;"Melibiose; 6-O-(alpha-D-Galactopyranosyl)-D-glucopyranose; D-Gal-alpha1->6D-Glucose";585-99-9;7769;28053;343.12349;341.10893;0;"hsa00052; hsa02010";"Galactose metabolism; ABC transporters";"Metabolism; Carbohydrate metabolism; Environmental Information Processing; Membrane transport;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
Sucrose;Sucrose;C00089;"Sucrose; Cane sugar; Saccharose; 1-alpha-D-Glucopyranosyl-2-beta-D-fructofuranoside";57-50-1;3389;17992;343.12349;341.10893;7.86;"hsa00052; hsa00500; hsa02010; hsa04742; hsa04973";"Galactose metabolism; Starch and sucrose metabolism; ABC transporters; Taste transduction; Carbohydrate digestion and absorption";"Metabolism; Carbohydrate metabolism; Environmental Information Processing; Membrane transport; Organismal Systems; Sensory system; Digestive system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
Gibberellic acid;NA;C01699;"Gibberellin A3; Gibberellic acid; Gibberellin";77-06-5;4839;28833;347.14891;345.13436;2.34;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
"21-Deoxycortisol,21-Deoxycortisol,C05497,""21-Deoxycortisol; 4-Pregnene-11beta";17alpha-diol-3;"20-dione;"" 11beta";"17alpha-Dihydroxyprogesterone""""";641-77-0;7850;18 096 028 697;347.22169;345.20713;1.94;hsa00140;Steroid hormone biosynthesis;"Metabolism""; Lipid metabolism;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
"Corticosterone,Corticosterone,C02140,""Corticosterone; 11beta";21-Dihydroxy-4-pregnene-3;"20-dione; Kendall's compound B;"" Reichstein's substance H""""";50-22-6;5219;16827;347.22169;345.20713;1.99;"hsa00140""; hsa04923; hsa04925; hsa05020";"Steroid hormone biosynthesis; Regulation of lipolysis in adipocytes; Aldosterone synthesis and secretion; Prion disease";"Metabolism; Lipid metabolism; Organismal Systems; Endocrine system; Human Diseases; Neurodegenerative disease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;
3'-AMP;NA;C01367;"3'-AMP; 3'-Adenylic acid; 3'-Adenosine monophosphate; Adenosine-3'-monophosphate; Adenosine 3'-phosphate; AMP 3'-phosphate";84-21-9;4566;28931;348.07036;346.05581;6.88;hsa00230;Purine metabolism;"Metabolism; Nucleotide metabolism;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
5'-AMP;AMP;C00020;"AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate";61-19-8;3322;16027;348.07036;346.05581;7.53;"hsa00230; hsa04022; hsa04024; hsa04068; hsa04150; hsa04151; hsa04152; hsa04211; hsa04740; hsa04742; hsa04923; hsa04924; hsa04925; hsa04927; hsa04928; hsa04934; hsa05012; hsa05022;"" hsa05032";"Purine metabolism""; cGMP-PKG signaling pathway; cAMP signaling pathway; FoxO signaling pathway; mTOR signaling pathway; PI3K-Akt signaling pathway; AMPK signaling pathway; Longevity regulating pathway; Olfactory transduction; Taste transduction; Regulation of lipolysis in adipocytes; Renin secretion; Aldosterone synthesis and secretion; Cortisol synthesis and secretion; Parathyroid hormone synthesis";" secretion and action; Cushing syndrome; Parkinson disease; Pathways of neurodegeneration - multiple diseases;"" Morphine addiction""""";"Metabolism""; Nucleotide metabolism; Environmental Information Processing; Signal transduction; Organismal Systems; Aging; Sensory system; Endocrine system; Human Diseases; Endocrine and metabolic disease; Neurodegenerative disease; Substance dependence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;
dGMP;dGMP;C00362;"dGMP; 2'-Deoxyguanosine 5'-monophosphate; 2'-Deoxyguanosine 5'-phosphate; Deoxyguanylic acid; Deoxyguanosine monophosphate";902-04-5;3653;16192;348.07036;346.05581;8.57;hsa00230;Purine metabolism;"Metabolism; Nucleotide metabolism;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
Estrone sulfate;Estrone 3-sulfate;C02538;Estrone 3-sulfate;481-97-0;5545;17474;351.12607;349.11152;1.72;"hsa00140; hsa04976";"Steroid hormone biosynthesis; Bile secretion";"Metabolism; Lipid metabolism; Organismal Systems; Digestive system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
Chlorogenic acid;NA;C00852;"Chlorogenate; Chlorogenic acid; Caffeoyl quinic acid; trans-5-O-Caffeoyl-D-quinate";327-97-9 202650-88-2;4109;16112;355.10236;353.08781;0;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
GMP;GMP;C00144;"GMP; Guanosine 5'-phosphate; Guanosine monophosphate; Guanosine 5'-monophosphate; Guanylic acid";85-32-5;3444;17345;364.06528;362.05072;9.05;"hsa00230; hsa04022; hsa04740; hsa04742; hsa04744";"Purine metabolism; cGMP-PKG signaling pathway; Olfactory transduction; Taste transduction; Phototransduction";"Metabolism; Nucleotide metabolism; Environmental Information Processing; Signal transduction; Organismal Systems; Sensory system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
3-b-Hydroxyandrost-5-en-17-one_sulfate (DHEA Sulfate);NA;NA;NA;NA;NA;NA;369.17302;367.15847;1.72;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
Dehydroisoandrosterone 3-sulfate;NA;NA;NA;NA;NA;NA;369.17302;367.15847;1.72;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
"Riboflavin,Riboflavin,C00255,""Riboflavin; Lactoflavin; 7";"8-Dimethyl-10-ribitylisoalloxazine;"" Vitamin B2""""";83-88-5;3554;17015;377.14556;375.13101;3.29;"hsa00740""; hsa02010; hsa04977";"Riboflavin metabolism; ABC transporters; Vitamin digestion and absorption";"Metabolism; Metabolism of cofactors and vitamins; Environmental Information Processing; Membrane transport; Organismal Systems; Digestive system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;
Lithocholic acid;NA;C03990;"Lithocholic acid; Lithocholate; 3alpha-Hydroxy-5beta-cholanate; 3alpha-Hydroxy-5beta-cholanic acid";434-13-9;6705;16 325 180 957;377.30502;375.29047;0;hsa04976;Bile secretion;"Organismal Systems; Digestive system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
S-Lactoylglutathione;(R)-S-Lactoylglutathione;C03451;"(R)-S-Lactoylglutathione; S-D-Lactoylglutathione";NA;6272;15694;380.11221;378.09766;7.16;hsa00620;Pyruvate metabolism;"Metabolism; Carbohydrate metabolism;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
Thiamine-PO4;Thiamin monophosphate;C01081;"Thiamin monophosphate; Thiamine monophosphate; Thiamin phosphate; Thiamine phosphate; TMP";NA;4319;9533;381.05477;379.04021;0;hsa00730;Thiamine metabolism;"Metabolism; Metabolism of cofactors and vitamins;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
